0;18;711;999;2,10,7,13,6,11,5,14,1,8,0,3,4,12,9
1;35;1525;1879;5,9,0,13,7,1,3,2,6,12,11,14,4,8,10
2;39;1522;1831;4,2,3,12,6,8,5,7,11,14,1,0,9,10,13
3;35;1196;1494;5,3,9,12,0,10,4,11,13,1,6,14,2,7,8
4;33;1191;1456;3,1,7,6,9,8,12,2,0,14,5,13,10,4,11
5;52;1798;2613;10,6,11,3,5,1,7,13,8,9,0,14,2,4,12
6;21;608;1435;3,6,13,12,5,4,7,11,8,1,0,14,9,10,2
7;24;827;1154;13,3,14,8,5,10,6,9,4,11,1,7,2,0,12
8;35;1203;2012;10,2,12,5,1,4,7,13,11,9,3,0,8,6,14
9;62;2274;2750;4,11,3,12,10,8,0,9,1,13,6,14,2,7,5
10;21;610;779;14,6,1,7,12,5,0,13,3,9,11,4,10,2,8
11;40;1423;1781;9,14,10,5,7,11,12,13,1,8,6,3,4,0,2
12;61;2149;2635;5,8,0,1,7,9,12,4,6,3,13,2,14,11,10
13;36;1437;1701;3,10,6,13,12,8,5,1,9,14,0,2,7,11,4
14;38;1323;2470;2,4,13,9,6,12,5,14,0,3,8,1,10,11,7
15;44;1555;2241;1,9,5,12,4,11,6,7,8,13,0,14,2,10,3
16;37;1205;1805;9,0,5,11,4,13,6,7,8,1,10,12,2,14,3
17;22;835;1048;8,12,3,2,4,11,6,14,7,5,1,0,9,10,13
18;33;1198;1497;9,14,6,1,7,12,2,4,11,5,8,13,10,0,3
19;24;950;1161;13,5,10,14,3,6,0,12,1,2,11,7,4,9,8
20;31;1077;1281;8,3,6,1,7,12,5,4,9,11,2,13,10,0,14
21;40;1547;1966;12,10,3,1,6,9,5,8,7,14,4,13,11,2,0
22;26;940;1155;0,14,5,8,3,12,6,11,4,13,2,7,10,9,1
23;48;1782;2451;11,2,5,12,8,1,3,6,14,7,10,0,9,4,13
24;15;589;737;3,14,1,10,13,8,5,9,6,2,12,0,7,11,4
25;35;1407;2588;9,5,10,7,6,2,12,0,1,8,14,3,4,13,11
26;14;591;1151;0,9,4,2,5,11,6,8,3,13,7,1,14,10,12
27;30;1185;1534;10,12,9,3,11,7,4,5,6,8,0,14,2,13,1
28;42;1420;1838;14,6,13,0,12,4,7,1,9,11,3,5,10,2,8
29;19;597;735;0,5,1,14,6,12,2,7,11,4,3,13,10,9,8
30;45;1552;1832;7,5,12,1,3,6,0,4,11,14,8,9,2,13,10
31;29;967;1250;5,3,1,10,7,0,9,2,6,12,11,8,14,13,4
32;63;2262;2651;3,7,1,10,5,8,6,9,14,13,0,12,2,11,4
33;17;701;906;10,8,5,14,9,1,11,0,2,6,12,7,4,13,3
34;38;1333;2563;7,1,12,11,5,0,6,4,14,3,8,9,13,2,10
35;24;833;1235;3,5,1,10,7,6,8,2,0,12,11,9,14,13,4
36;27;1051;1731;1,14,5,4,7,3,6,0,2,13,9,12,8,10,11
37;29;960;1162;5,11,0,6,7,2,12,10,9,1,3,14,8,4,13
38;62;2364;2863;14,9,6,13,7,8,12,2,0,3,11,5,10,1,4
39;41;1430;1863;3,6,1,10,5,12,13,9,14,0,11,2,7,8,4
40;24;940;1150;4,5,12,2,6,7,10,0,9,11,1,13,8,3,14
41;30;962;1140;10,11,5,0,9,7,1,12,2,6,3,14,8,4,13
42;23;1041;1272;7,5,2,14,13,11,1,10,12,8,3,0,9,6,4
43;22;722;899;5,9,2,11,1,8,0,10,3,13,12,4,7,14,6
44;38;1434;2744;3,13,8,2,5,11,6,4,12,7,0,1,14,9,10
45;14;688;940;8,9,0,7,1,12,13,5,6,2,11,3,4,14,10
46;39;1427;2313;0,4,5,8,12,11,6,7,14,3,2,1,10,9,13
47;24;941;1228;3,6,8,13,5,2,7,1,12,10,14,9,0,4,11
48;42;1436;1771;0,7,1,10,5,12,6,9,3,13,2,8,14,11,4
49;37;1424;1700;6,8,3,5,10,1,12,13,2,0,11,7,4,9,14
50;26;856;1040;5,11,0,9,6,14,2,12,7,3,1,4,13,10,8
51;31;1077;1444;12,1,3,2,5,9,6,10,11,7,0,13,4,8,14
52;46;1571;1882;5,1,11,6,13,8,14,4,12,7,0,2,3,9,10
53;38;1526;2247;13,5,14,8,3,6,0,4,11,10,1,9,2,7,12
54;34;1194;2464;0,5,1,14,6,12,8,7,11,2,3,13,10,9,4
55;30;1072;1759;1,5,3,8,13,6,12,10,2,0,9,7,4,11,14
56;31;1188;1520;8,3,6,1,7,12,5,4,9,11,2,13,10,0,14
57;32;1182;1478;5,9,0,7,1,8,13,3,6,2,12,14,4,11,10
58;42;1212;1424;6,4,10,7,2,8,0,11,5,3,14,12,13,1,9
59;32;1292;1584;1,2,14,5,8,6,7,3,12,9,13,0,4,11,10
60;20;613;798;14,4,13,10,6,1,5,8,7,3,12,11,9,2,0
61;28;1079;1375;3,4,5,2,12,11,6,9,14,7,0,1,10,8,13
62;19;716;882;3,5,4,10,6,9,12,11,7,8,0,2,14,13,1
63;40;1866;2795;13,14,4,5,0,12,2,7,8,1,3,6,10,11,9
